age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
35.0,,,,,,,,,,,,,United-States,<=50K
,,,,,Married-spouse-absent,,Other-relative,White,,,0.0,35.0,Mexico,<=50K
,,,,,,,,,,,,,United-States,<=50K
,,,,,,,,,,,,,United-States,<=50K
,,30793.0,,,,,Wife,,,0.0,,,United-States,>50K
65.0,Private,94552.0,,10.0,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
,,,,,Married-civ-spouse,,Wife,Black,,,0.0,40.0,United-States,>50K
30.0,,,HS-grad,9.0,Married-civ-spouse,Adm-clerical,,,Male,,0.0,50.0,United-States,<=50K
,,195176.0,,14.0,Never-married,Prof-specialty,,,Male,,0.0,,United-States,<=50K
,Private,105936.0,HS-grad,9.0,Married-civ-spouse,,Wife,White,Female,5013.0,,20.0,United-States,<=50K
,,,,,,,,,,,,,United-States,<=50K
20.0,,,,,,,,,,,,,United-States,<=50K
50.0,,,,,,,,,,,,,United-States,<=50K
,,,,,Married-spouse-absent,,Not-in-family,White,,,0.0,52.0,United-States,<=50K
33.0,Private,175412.0,,5.0,Divorced,Craft-repair,Unmarried,White,Male,114.0,0.0,55.0,United-States,<=50K
,,199307.0,,,,,Unmarried,,,0.0,,,United-States,<=50K
,,194630.0,,14.0,,,,,,0.0,0.0,,United-States,<=50K
,,,Some-college,10.0,,,,,,,,,United-States,<=50K
53.0,Private,,,9.0,Divorced,Sales,Not-in-family,White,Female,2597.0,0.0,40.0,United-States,<=50K
,,478354.0,,13.0,,,,,,99999.0,0.0,,United-States,>50K
,,,11th,7.0,,,,,,,,,United-States,>50K
,,167777.0,,,,,Husband,,,0.0,,,United-States,<=50K
20.0,,,11th,7.0,Never-married,Handlers-cleaners,,,Male,,0.0,40.0,United-States,<=50K
,,,,,,,,,,,,,United-States,<=50K
,,362062.0,,,,,Husband,,,99999.0,,,United-States,>50K
,,137974.0,,10.0,,,,,,0.0,0.0,,United-States,<=50K
39.0,Private,,,11.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,7688.0,0.0,55.0,United-States,>50K
46.0,,,7th-8th,4.0,Married-civ-spouse,Other-service,,,Male,,1651.0,40.0,China,<=50K
,,,,,Married-civ-spouse,,Husband,White,,,0.0,40.0,United-States,<=50K
,,117833.0,,,,,Not-in-family,,,0.0,,,United-States,<=50K
,,83517.0,,,,,Not-in-family,,,0.0,,,United-States,<=50K
,,,,,,,,,,,,,United-States,<=50K
,,174102.0,,13.0,Married-civ-spouse,Exec-managerial,,,Male,,0.0,,United-States,>50K
,State-gov,54342.0,HS-grad,9.0,Married-civ-spouse,,Husband,White,Male,0.0,,40.0,United-States,<=50K
,,98675.0,,5.0,Never-married,Other-service,,,Female,,0.0,,United-States,<=50K
,,89681.0,,14.0,Never-married,Prof-specialty,,,Male,,0.0,,United-States,<=50K
,,272950.0,,,,,Not-in-family,,,0.0,,,United-States,<=50K
32.0,,,,,,,,,,,,,United-States,>50K
35.0,,,,,,,,,,,,,United-States,>50K
31.0,?,99483.0,,9.0,Never-married,?,Own-child,Amer-Indian-Eskimo,Male,0.0,0.0,40.0,United-States,<=50K
52.0,Private,,,3.0,Separated,Craft-repair,Unmarried,Black,Female,4101.0,0.0,40.0,United-States,<=50K
,,270985.0,,10.0,,,,,,0.0,0.0,,United-States,<=50K
,,280215.0,,,,,Own-child,,,0.0,,,United-States,<=50K
,,229636.0,,,,,Husband,,,0.0,,,Mexico,<=50K
48.0,,,,,,,,,,,,,United-States,>50K
,,,,,Married-civ-spouse,,Husband,White,,,0.0,50.0,United-States,>50K
,,222005.0,HS-grad,,Never-married,Other-service,,White,Male,0.0,0.0,30.0,United-States,<=50K
,,,,,,,,,,,,,?,<=50K
,Private,221396.0,Some-college,10.0,Married-civ-spouse,,Husband,White,Male,0.0,,40.0,United-States,<=50K
53.0,Private,,,9.0,Married-civ-spouse,Craft-repair,Husband,Other,Male,0.0,0.0,40.0,Mexico,<=50K
44.0,?,,,8.0,Separated,?,Not-in-family,White,Female,0.0,0.0,36.0,Puerto-Rico,<=50K
38.0,,,Bachelors,13.0,Married-civ-spouse,Exec-managerial,,,Male,,1902.0,65.0,United-States,>50K
,,201519.0,,10.0,Divorced,Other-service,,,Female,,0.0,,United-States,<=50K
,,181855.0,Prof-school,,Married-civ-spouse,Prof-specialty,,Other,Male,99999.0,0.0,65.0,United-States,>50K
,,,,,,,,,,,,,United-States,<=50K
,,,,,Never-married,,Not-in-family,White,,,0.0,40.0,United-States,<=50K
,,,,,Never-married,,Own-child,White,,,0.0,20.0,United-States,<=50K
,,,Some-college,10.0,Married-civ-spouse,,Wife,White,Female,0.0,,,United-States,<=50K
39.0,,,,,,,,,,,,,United-States,>50K
,,247794.0,,9.0,,,,,,0.0,0.0,,United-States,<=50K
,,133969.0,Bachelors,,Married-civ-spouse,Transport-moving,,Asian-Pac-Islander,Male,0.0,0.0,40.0,Thailand,<=50K
,,331615.0,,16.0,Married-civ-spouse,Prof-specialty,,,Male,,1848.0,,United-States,>50K
,,,,,,,,,,,,,United-States,<=50K
,,207611.0,,13.0,Never-married,Exec-managerial,,,Female,,0.0,,United-States,<=50K
,,187203.0,,15.0,,,,,,7688.0,0.0,,United-States,>50K
,,,,,Never-married,,Own-child,White,,,0.0,24.0,United-States,<=50K
,,114746.0,,7.0,,,,,,0.0,1762.0,,South,<=50K
,,208266.0,,,,,Not-in-family,,,0.0,,,United-States,<=50K
,,141876.0,,14.0,,,,,,0.0,0.0,,?,<=50K
38.0,Private,125933.0,,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,?,>50K
61.0,?,175032.0,,9.0,Married-civ-spouse,?,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
,,71388.0,,,,,Unmarried,,,0.0,,,United-States,<=50K
39.0,,,,,,,,,,,,,United-States,<=50K
34.0,,,HS-grad,9.0,Married-civ-spouse,Sales,,,Male,,0.0,60.0,United-States,<=50K
52.0,Private,,,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,>50K
,,198797.0,11th,,Never-married,?,,White,Male,0.0,0.0,20.0,Peru,<=50K
,,209067.0,,,,,Own-child,,,0.0,,,United-States,<=50K
30.0,Private,,,9.0,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,32.0,United-States,<=50K
,Private,137363.0,HS-grad,9.0,Never-married,,Own-child,White,Female,0.0,,40.0,United-States,<=50K
,,,Some-college,10.0,,,,,,,,,United-States,>50K
,,,,,Never-married,,Not-in-family,White,,,0.0,40.0,United-States,<=50K
,,89334.0,Bachelors,,Married-civ-spouse,Prof-specialty,,White,Male,0.0,0.0,40.0,United-States,<=50K
30.0,Private,,,9.0,Never-married,Machine-op-inspct,Not-in-family,White,Male,0.0,1741.0,42.0,United-States,<=50K
,,89667.0,Bachelors,,Widowed,?,,Other,Female,0.0,0.0,35.0,United-States,<=50K
34.0,Self-emp-not-inc,156890.0,,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
,,153066.0,,10.0,Married-civ-spouse,Craft-repair,,,Male,,0.0,,United-States,>50K
,,,,,Divorced,,Not-in-family,White,,,0.0,40.0,Hungary,>50K
,,,,,Married-civ-spouse,,Husband,White,,,0.0,50.0,United-States,>50K
24.0,Private,95552.0,,9.0,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
,,185607.0,,,,,Unmarried,,,0.0,,,United-States,<=50K
,,216129.0,HS-grad,,Never-married,Other-service,,White,Male,0.0,0.0,35.0,United-States,<=50K
,,,,,Never-married,,Unmarried,White,,,0.0,35.0,United-States,<=50K
,,309131.0,,9.0,,,,,,0.0,0.0,,United-States,<=50K
44.0,,,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,,,Male,,0.0,40.0,United-States,<=50K
,,,,,Divorced,,Not-in-family,White,,,0.0,40.0,United-States,<=50K
,,,Some-college,10.0,,,,,,,,,United-States,>50K
22.0,?,,,3.0,Married-civ-spouse,?,Wife,Other,Female,0.0,0.0,40.0,Mexico,<=50K
,Federal-gov,127651.0,Bachelors,13.0,Married-civ-spouse,,Husband,White,Male,0.0,,40.0,United-States,>50K
,,,,,Married-civ-spouse,,Husband,White,,,2392.0,24.0,United-States,>50K
,,108836.0,,5.0,,,,,,0.0,0.0,,United-States,<=50K
60.0,,,7th-8th,4.0,Separated,Priv-house-serv,,,Female,,0.0,15.0,United-States,<=50K
72.0,,,,,,,,,,,,,United-States,<=50K
38.0,,,Some-college,10.0,Married-civ-spouse,Exec-managerial,,,Male,,0.0,55.0,United-States,>50K
,,,Some-college,10.0,,,,,,,,,United-States,>50K
,,,,,,,,,,,,,United-States,>50K
,,,Some-college,10.0,,,,,,,,,United-States,>50K
34.0,Private,214288.0,,9.0,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
,,131650.0,Some-college,,Married-civ-spouse,Exec-managerial,,White,Male,0.0,0.0,40.0,United-States,>50K
,,,Some-college,10.0,,,,,,,,,United-States,<=50K
,Federal-gov,153614.0,Assoc-acdm,12.0,Married-civ-spouse,,Husband,White,Male,0.0,,40.0,United-States,<=50K
,,42740.0,Some-college,,Separated,Other-service,,White,Female,0.0,0.0,39.0,United-States,<=50K
,,,HS-grad,9.0,,,,,,,,,United-States,<=50K
,,162034.0,,13.0,Married-civ-spouse,Sales,,,Male,,0.0,,United-States,>50K
,,280422.0,,10.0,,,,,,0.0,0.0,,Peru,<=50K
,,,,,Divorced,,Unmarried,White,,,0.0,40.0,United-States,<=50K
,,,,,,,,,,,,,United-States,<=50K
,,224700.0,Assoc-voc,,Divorced,Protective-serv,,Black,Male,0.0,0.0,40.0,United-States,<=50K
17.0,,,10th,6.0,Never-married,Sales,,,Female,,0.0,12.0,United-States,<=50K
20.0,Private,,,9.0,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,25.0,United-States,<=50K
,,226735.0,,,,,Husband,,,0.0,,,United-States,<=50K
,,216811.0,,9.0,,,,,,0.0,0.0,,United-States,<=50K
,,110946.0,,9.0,Never-married,Adm-clerical,,,Female,,0.0,,United-States,<=50K
,,205860.0,Masters,,Married-civ-spouse,Exec-managerial,,Black,Male,0.0,0.0,40.0,United-States,<=50K
,,175878.0,HS-grad,,Married-civ-spouse,Craft-repair,,White,Male,0.0,0.0,42.0,United-States,>50K
,,,Some-college,10.0,Never-married,,Not-in-family,White,Female,0.0,,,United-States,<=50K
18.0,Private,,,9.0,Never-married,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
,Private,208798.0,HS-grad,9.0,Married-civ-spouse,,Husband,White,Male,0.0,,40.0,United-States,<=50K
32.0,,,Assoc-voc,11.0,Divorced,Sales,,,Female,,1380.0,40.0,United-States,<=50K
,Private,67065.0,Assoc-voc,11.0,Never-married,,Not-in-family,White,Male,594.0,,25.0,United-States,<=50K
,,162576.0,,,,,Husband,,,0.0,,,United-States,>50K
26.0,,,HS-grad,9.0,Never-married,Prof-specialty,,,Female,,0.0,55.0,United-States,<=50K
,,,,,Married-civ-spouse,,Husband,White,,,0.0,24.0,United-States,<=50K
,,177896.0,,9.0,Never-married,Handlers-cleaners,,,Male,,0.0,,United-States,<=50K
,,244175.0,11th,,Never-married,Sales,,White,Male,0.0,0.0,25.0,United-States,<=50K
40.0,,,Masters,14.0,Never-married,Prof-specialty,,,Male,,0.0,40.0,United-States,<=50K
,,227359.0,,,,,Husband,,,0.0,,,United-States,<=50K
26.0,Self-emp-inc,,,13.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
,Private,205410.0,HS-grad,9.0,Married-civ-spouse,,Husband,White,Male,0.0,,40.0,United-States,<=50K
,Self-emp-inc,105779.0,Bachelors,13.0,Never-married,,Own-child,White,Male,0.0,,40.0,United-States,>50K
,,,HS-grad,9.0,Married-civ-spouse,,Husband,White,Male,0.0,,,United-States,<=50K
40.0,Private,259757.0,,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
,Private,236180.0,Bachelors,13.0,Married-spouse-absent,,Not-in-family,White,Male,0.0,,50.0,United-States,<=50K
,,165503.0,,7.0,Married-civ-spouse,Other-service,,,Female,,0.0,,?,<=50K
40.0,Private,,,11.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,60.0,United-States,<=50K
20.0,,,,,,,,,,,,,United-States,<=50K
,,111567.0,,13.0,Married-civ-spouse,Exec-managerial,,,Male,,0.0,,United-States,<=50K
,,,HS-grad,9.0,Divorced,,Not-in-family,White,Male,0.0,,,United-States,<=50K
43.0,,,,,,,,,,,,,United-States,<=50K
,,303692.0,,16.0,,,,,,0.0,0.0,,United-States,>50K
39.0,Local-gov,214284.0,,13.0,Widowed,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,0.0,0.0,10.0,Japan,<=50K
,Private,68898.0,Assoc-voc,11.0,Married-civ-spouse,,Husband,White,Male,0.0,,40.0,United-States,<=50K
49.0,,,,,,,,,,,,,United-States,<=50K
,,98630.0,,4.0,Never-married,Adm-clerical,,,Male,,0.0,,United-States,<=50K
26.0,,,Some-college,10.0,Married-civ-spouse,Sales,,,Male,,0.0,40.0,United-States,<=50K
,Private,143582.0,HS-grad,9.0,Married-spouse-absent,,Not-in-family,Asian-Pac-Islander,Female,0.0,,40.0,South,<=50K
,,199278.0,Bachelors,,Divorced,Exec-managerial,,White,Male,0.0,0.0,38.0,United-States,<=50K
61.0,,,,,,,,,,,,,United-States,>50K
,,,Prof-school,15.0,Married-civ-spouse,,Husband,White,Male,15024.0,,,United-States,>50K
,Private,219835.0,Some-college,10.0,Never-married,,Not-in-family,White,Male,0.0,,30.0,United-States,<=50K
,,316470.0,,3.0,Married-civ-spouse,Craft-repair,,,Male,,0.0,,Mexico,<=50K
,,,Bachelors,13.0,Married-civ-spouse,,Husband,White,Male,0.0,,,United-States,>50K
,,174685.0,,9.0,,,,,,0.0,0.0,,United-States,<=50K
46.0,,,Assoc-voc,11.0,Divorced,Tech-support,,,Female,,0.0,42.0,United-States,<=50K
,,331861.0,Bachelors,,Never-married,Exec-managerial,,White,Male,0.0,0.0,60.0,?,<=50K
,,230899.0,,,,,Unmarried,,,0.0,,,Mexico,<=50K
60.0,,,HS-grad,9.0,Married-civ-spouse,Sales,,,Male,,0.0,40.0,United-States,<=50K
21.0,Private,,,9.0,Never-married,Machine-op-inspct,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
,,,HS-grad,9.0,,,,,,,,,United-States,<=50K
,,,5th-6th,3.0,Never-married,,Other-relative,White,Male,0.0,,,Mexico,<=50K
53.0,,,HS-grad,9.0,Married-civ-spouse,Adm-clerical,,,Male,,0.0,40.0,United-States,<=50K
,,230126.0,,12.0,Married-civ-spouse,Other-service,,,Male,,0.0,,United-States,<=50K
22.0,,,,,,,,,,,,,United-States,<=50K
35.0,Private,,,9.0,Never-married,Other-service,Not-in-family,Black,Female,0.0,0.0,40.0,United-States,<=50K
,,142061.0,,10.0,Divorced,Exec-managerial,,,Female,,0.0,,United-States,<=50K
,,372317.0,,,,,Unmarried,,,0.0,,,Mexico,<=50K
,,108907.0,HS-grad,,Divorced,Machine-op-inspct,,White,Male,0.0,0.0,40.0,?,<=50K
,,390316.0,,5.0,,,,,,0.0,0.0,,Mexico,<=50K
,,134737.0,,,,,Husband,,,7688.0,,,United-States,>50K
,,,,,Never-married,,Not-in-family,Asian-Pac-Islander,,,2258.0,50.0,United-States,>50K
,,108386.0,,,,,Husband,,,0.0,,,United-States,<=50K
23.0,Private,236696.0,,12.0,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,20.0,Iran,<=50K
,,358382.0,,,,,Not-in-family,,,0.0,,,United-States,<=50K
37.0,Private,126675.0,,9.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
,Private,112529.0,5th-6th,3.0,Never-married,,Not-in-family,Black,Male,0.0,,40.0,United-States,<=50K
,,328937.0,,4.0,Never-married,Other-service,,,Male,,0.0,,United-States,<=50K
,,,,,,,,,,,,,United-States,<=50K
37.0,Private,174912.0,,9.0,Separated,Craft-repair,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
,,,HS-grad,9.0,Married-civ-spouse,,Husband,White,Male,5013.0,,,United-States,<=50K
,Private,208855.0,Prof-school,15.0,Married-civ-spouse,,Husband,White,Male,0.0,,60.0,United-States,>50K
,,173704.0,,13.0,Married-civ-spouse,Exec-managerial,,,Male,,0.0,,United-States,>50K
,,,HS-grad,9.0,,,,,,,,,United-States,<=50K
,,,,,,,,,,,,,United-States,<=50K
,,340335.0,,,,,Not-in-family,,,0.0,,,United-States,<=50K
,,,HS-grad,9.0,Never-married,,Own-child,White,Male,0.0,,,United-States,<=50K
,,,HS-grad,9.0,Married-civ-spouse,,Wife,White,Female,0.0,,,United-States,<=50K
72.0,Private,188528.0,,11.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,45.0,Canada,>50K
,,,Bachelors,13.0,Never-married,,Not-in-family,White,Male,0.0,,,United-States,<=50K
,,,,,Never-married,,Own-child,White,,,0.0,40.0,United-States,<=50K
,,157593.0,,,,,Husband,,,1455.0,,,United-States,<=50K
,,340269.0,,,,,Not-in-family,,,0.0,,,United-States,<=50K
,Self-emp-inc,114758.0,Bachelors,13.0,Married-civ-spouse,,Husband,White,Male,15024.0,,50.0,United-States,>50K
35.0,State-gov,,,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,1485.0,40.0,United-States,>50K
,,266467.0,,11.0,Never-married,Machine-op-inspct,,,Male,,0.0,,United-States,<=50K
31.0,Private,152109.0,,9.0,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,50.0,United-States,<=50K
,,205246.0,,,,,Husband,,,0.0,,,United-States,<=50K
,,,,,Married-civ-spouse,,Husband,White,,,0.0,35.0,United-States,>50K
,,234263.0,,13.0,Never-married,Sales,,,Male,,0.0,,United-States,<=50K
22.0,,,,,,,,,,,,,United-States,<=50K
17.0,Self-emp-inc,151999.0,,8.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,16.0,United-States,<=50K
,,,,,Never-married,,Own-child,White,,,0.0,20.0,United-States,<=50K
27.0,Private,150025.0,,9.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,40.0,Puerto-Rico,<=50K
,,,Bachelors,13.0,,,,,,,,,United-States,<=50K
,,,,,Never-married,,Own-child,White,,,0.0,40.0,United-States,<=50K
20.0,Private,97295.0,,10.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,25.0,United-States,<=50K
81.0,Self-emp-not-inc,240414.0,,13.0,Widowed,Farming-fishing,Not-in-family,White,Male,0.0,0.0,30.0,United-States,<=50K
,Private,167474.0,HS-grad,9.0,Married-civ-spouse,,Husband,White,Male,0.0,,40.0,United-States,<=50K
,Private,227146.0,Bachelors,13.0,Married-civ-spouse,,Husband,White,Male,0.0,,40.0,United-States,>50K
,,,,,,,,,,,,,United-States,>50K
,,,,,,,,,,,,,United-States,<=50K
,,,,,,,,,,,,,United-States,>50K
,,111483.0,,14.0,Married-civ-spouse,Exec-managerial,,,Male,,0.0,,United-States,>50K
,,,,,,,,,,,,,United-States,<=50K
,,,Masters,14.0,Married-civ-spouse,,Husband,White,Male,0.0,,,United-States,>50K
,,174575.0,,,,,Husband,,,5178.0,,,United-States,>50K
,,34572.0,,,,,Husband,,,0.0,,,United-States,<=50K
55.0,Private,197114.0,,10.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,6.0,United-States,>50K
,,117526.0,Some-college,,Never-married,Farming-fishing,,White,Female,0.0,0.0,45.0,United-States,<=50K
,,,,,,,,,,,,,United-States,<=50K
36.0,,,,,,,,,,,,,United-States,>50K
,,106889.0,HS-grad,,Married-civ-spouse,Adm-clerical,,White,Female,0.0,0.0,30.0,United-States,<=50K
39.0,,,,,,,,,,,,,United-States,>50K
36.0,Private,199288.0,,6.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,70.0,United-States,<=50K
,,91964.0,,13.0,Never-married,Exec-managerial,,,Male,,0.0,,United-States,<=50K
54.0,,,,,,,,,,,,,Mexico,<=50K
,,,,,,,,,,,,,United-States,<=50K
35.0,,,Some-college,10.0,Married-civ-spouse,Exec-managerial,,,Male,,0.0,58.0,United-States,<=50K
,,93793.0,,9.0,Married-civ-spouse,Craft-repair,,,Male,,0.0,,United-States,>50K
19.0,,,HS-grad,9.0,Never-married,Machine-op-inspct,,,Male,,0.0,40.0,United-States,<=50K
,,203139.0,Some-college,,Never-married,Other-service,,White,Female,0.0,0.0,40.0,United-States,<=50K
,,,Bachelors,13.0,,,,,,,,,United-States,>50K
,,203554.0,,13.0,Married-civ-spouse,Exec-managerial,,,Male,,1902.0,,United-States,>50K
,,,5th-6th,3.0,Married-civ-spouse,,Husband,Amer-Indian-Eskimo,Male,0.0,,,Mexico,<=50K
,,175821.0,,9.0,Married-civ-spouse,Adm-clerical,,,Female,,0.0,,United-States,<=50K
,,197861.0,,8.0,,,,,,0.0,0.0,,United-States,<=50K
31.0,,,,,,,,,,,,,United-States,<=50K
43.0,Self-emp-inc,196945.0,,9.0,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0.0,0.0,78.0,Thailand,<=50K
,Self-emp-not-inc,218835.0,Masters,14.0,Married-civ-spouse,,Husband,White,Male,0.0,,50.0,England,<=50K
,,345969.0,,15.0,,,,,,0.0,0.0,,United-States,>50K
24.0,,,HS-grad,9.0,Married-civ-spouse,Protective-serv,,,Male,,0.0,40.0,United-States,<=50K
,,,,,,,,,,,,,United-States,<=50K
,,,,,Married-civ-spouse,,Husband,White,,,0.0,65.0,United-States,<=50K
,,,Some-college,10.0,Married-civ-spouse,,Husband,White,Male,0.0,,,United-States,>50K
54.0,Local-gov,204567.0,,9.0,Widowed,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
,,,Some-college,10.0,,,,,,,,,United-States,<=50K
33.0,Self-emp-inc,201763.0,,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,United-States,>50K
,,106900.0,,,,,Not-in-family,,,0.0,,,United-States,<=50K
,Private,177437.0,Some-college,10.0,Married-civ-spouse,,Husband,White,Male,15024.0,,45.0,United-States,>50K
,,255424.0,,15.0,,,,,,0.0,0.0,,United-States,<=50K
54.0,Private,,,10.0,Married-civ-spouse,Sales,Husband,White,Male,7298.0,0.0,50.0,United-States,>50K
56.0,Private,,,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
,Private,245372.0,Bachelors,13.0,Married-civ-spouse,,Husband,White,Male,7688.0,,45.0,United-States,>50K
,,70655.0,HS-grad,,Married-civ-spouse,Craft-repair,,White,Male,0.0,0.0,44.0,United-States,<=50K
,,93415.0,,13.0,Never-married,Prof-specialty,,,Female,,0.0,,United-States,>50K
36.0,,,HS-grad,9.0,Married-civ-spouse,Exec-managerial,,,Male,,0.0,50.0,United-States,<=50K
,Private,313297.0,5th-6th,3.0,Divorced,,Unmarried,White,Female,0.0,,40.0,Mexico,<=50K
,,,Bachelors,13.0,,,,,,,,,Canada,>50K
28.0,Private,338376.0,,13.0,Never-married,Prof-specialty,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
,,,,,Married-civ-spouse,,Husband,White,,,0.0,50.0,United-States,<=50K
,,174839.0,,15.0,Married-civ-spouse,Prof-specialty,,,Male,,0.0,,United-States,>50K
88.0,Private,,,10.0,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
32.0,,,Some-college,10.0,Separated,Other-service,,,Female,,0.0,38.0,United-States,<=50K
,,,Assoc-acdm,12.0,Never-married,,Not-in-family,White,Male,0.0,,,?,<=50K
,,239486.0,,10.0,,,,,,7688.0,0.0,,United-States,>50K
,,201495.0,,13.0,Divorced,Protective-serv,,,Male,,0.0,,United-States,<=50K
66.0,Self-emp-not-inc,104576.0,,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,8.0,United-States,>50K
,,,,,Divorced,,Own-child,White,,,0.0,40.0,United-States,<=50K
,Private,176186.0,Some-college,10.0,Married-civ-spouse,,Husband,White,Male,0.0,,40.0,United-States,>50K
,,,,,,,,,,,,,United-States,<=50K
37.0,,,Masters,14.0,Married-civ-spouse,Exec-managerial,,,Male,,0.0,40.0,United-States,>50K
28.0,Self-emp-not-inc,209934.0,,3.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,25.0,Mexico,<=50K
70.0,?,92593.0,,10.0,Widowed,?,Not-in-family,White,Female,0.0,0.0,25.0,United-States,<=50K
,,,Bachelors,13.0,Divorced,,Not-in-family,White,Female,8614.0,,,United-States,>50K
29.0,Private,191177.0,,9.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,18.0,United-States,<=50K
29.0,Federal-gov,,,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
,Private,91931.0,11th,7.0,Never-married,,Own-child,White,Female,0.0,,23.0,United-States,<=50K
,,216864.0,,,,,Unmarried,,,0.0,,,United-States,<=50K
,,156493.0,,,,,Husband,,,0.0,,,United-States,<=50K
,,,Assoc-voc,11.0,Divorced,,Not-in-family,White,Male,0.0,,,United-States,<=50K
50.0,Self-emp-not-inc,124793.0,,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,30.0,United-States,<=50K
,,334418.0,1st-4th,,Married-civ-spouse,Adm-clerical,,Black,Male,0.0,0.0,40.0,Puerto-Rico,<=50K
,,40299.0,,,,,Not-in-family,,,0.0,,,United-States,<=50K
55.0,,,,,,,,,,,,,United-States,<=50K
29.0,,,,,,,,,,,,,United-States,<=50K
,,123200.0,,10.0,,,,,,0.0,2415.0,,Puerto-Rico,>50K
39.0,Self-emp-not-inc,,,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
,,,HS-grad,9.0,Married-civ-spouse,,Husband,White,Male,0.0,,,Germany,>50K
,,,,,Married-civ-spouse,,Husband,White,,,0.0,50.0,United-States,>50K
,,,Some-college,10.0,,,,,,,,,United-States,>50K
,,140559.0,HS-grad,,Married-civ-spouse,Priv-house-serv,,White,Female,0.0,0.0,45.0,United-States,<=50K
,,657397.0,,9.0,Married-civ-spouse,Machine-op-inspct,,,Male,,0.0,,Mexico,<=50K
,,,Bachelors,13.0,,,,,,,,,United-States,>50K
,,201732.0,,10.0,,,,,,0.0,0.0,,United-States,>50K
,,168071.0,,9.0,Married-civ-spouse,Exec-managerial,,,Male,,0.0,,United-States,<=50K
38.0,Private,,,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
,,,,,,,,,,,,,United-States,<=50K
30.0,,,Bachelors,13.0,Never-married,Prof-specialty,,,Male,,0.0,40.0,United-States,<=50K
,,,Bachelors,13.0,Separated,,Unmarried,Black,Female,0.0,,,United-States,<=50K
,,209547.0,Prof-school,,Married-civ-spouse,Prof-specialty,,White,Male,0.0,0.0,25.0,United-States,>50K
,,171062.0,,13.0,,,,,,0.0,0.0,,England,<=50K
34.0,,,,,,,,,,,,,United-States,<=50K
,,115289.0,,12.0,Married-civ-spouse,Tech-support,,,Male,,0.0,,France,>50K
,,,HS-grad,9.0,,,,,,,,,United-States,>50K
